# x_m,y_m,w_tr_right_m,w_tr_left_m
-39.773843,44.247521,6.000,6.000
-39.823889,43.749379,6.000,6.000
-39.867697,43.250651,6.000,6.000
-39.905259,42.751413,6.000,6.000
-39.936570,42.251744,6.000,6.000
-39.961625,41.751722,6.000,6.000
-39.980419,41.251426,6.000,6.000
-39.992951,40.750934,6.000,6.000
-39.999217,40.250324,6.000,6.000
-39.999217,39.749676,6.000,6.000
-39.992951,39.249066,6.000,6.000
-39.980419,38.748574,6.000,6.000
-39.961625,38.248278,6.000,6.000
-39.936570,37.748256,6.000,6.000
-39.905259,37.248587,6.000,6.000
-39.867697,36.749349,6.000,6.000
-39.823889,36.250621,6.000,6.000
-39.773843,35.752479,6.000,6.000
-39.717565,35.255004,6.000,6.000
-39.655066,34.758271,6.000,6.000
-39.586355,34.262360,6.000,6.000
-39.511442,33.767347,6.000,6.000
-39.430339,33.273311,6.000,6.000
-39.343060,32.780328,6.000,6.000
-39.249617,32.288477,6.000,6.000
-39.150025,31.797834,6.000,6.000
-39.044300,31.308475,6.000,6.000
-38.932459,30.820478,6.000,6.000
-38.814519,30.333920,6.000,6.000
-38.690498,29.848875,6.000,6.000
-38.560417,29.365421,6.000,6.000
-38.424294,28.883632,6.000,6.000
-38.282152,28.403585,6.000,6.000
-38.134013,27.925355,6.000,6.000
-37.979900,27.449017,6.000,6.000
-37.819837,26.974644,6.000,6.000
-37.653850,26.502312,6.000,6.000
-37.481964,26.032094,6.000,6.000
-37.304206,25.564065,6.000,6.000
-37.120604,25.098297,6.000,6.000
-36.931187,24.634864,6.000,6.000
-36.735985,24.173837,6.000,6.000
-36.535027,23.715290,6.000,6.000
-36.328347,23.259294,6.000,6.000
-36.115975,22.805920,6.000,6.000
-35.897945,22.355240,6.000,6.000
-35.674292,21.907325,6.000,6.000
-35.445050,21.462243,6.000,6.000
-35.210256,21.020066,6.000,6.000
-34.969945,20.580862,6.000,6.000
-34.724156,20.144699,6.000,6.000
-34.472928,19.711648,6.000,6.000
-34.216299,19.281775,6.000,6.000
-33.954310,18.855147,6.000,6.000
-33.687002,18.431832,6.000,6.000
-33.414417,18.011895,6.000,6.000
-33.136597,17.595404,6.000,6.000
-32.853586,17.182422,6.000,6.000
-32.565428,16.773014,6.000,6.000
-32.272169,16.367245,6.000,6.000
-31.973854,15.965178,6.000,6.000
-31.670530,15.566877,6.000,6.000
-31.362245,15.172403,6.000,6.000
-31.049047,14.781819,6.000,6.000
-30.730985,14.395185,6.000,6.000
-30.408108,14.012562,6.000,6.000
-30.080468,13.634010,6.000,6.000
-29.748116,13.259589,6.000,6.000
-29.411104,12.889357,6.000,6.000
-29.069484,12.523371,6.000,6.000
-28.723310,12.161691,6.000,6.000
-28.372636,11.804371,6.000,6.000
-28.017518,11.451468,6.000,6.000
-27.658011,11.103037,6.000,6.000
-27.294170,10.759134,6.000,6.000
-26.926055,10.419811,6.000,6.000
-26.553720,10.085122,6.000,6.000
-26.177227,9.755119,6.000,6.000
-25.796632,9.429855,6.000,6.000
-25.411996,9.109379,6.000,6.000
-25.023379,8.793743,6.000,6.000
-24.630842,8.482995,6.000,6.000
-24.234447,8.177185,6.000,6.000
-23.834255,7.876359,6.000,6.000
-23.430329,7.580566,6.000,6.000
-23.022733,7.289852,6.000,6.000
-22.611530,7.004262,6.000,6.000
-22.196785,6.723841,6.000,6.000
-21.778563,6.448633,6.000,6.000
-21.356929,6.178681,6.000,6.000
-20.931949,5.914028,6.000,6.000
-20.503690,5.654714,6.000,6.000
-20.072219,5.400780,6.000,6.000
-19.637604,5.152267,6.000,6.000
-19.199912,4.909213,6.000,6.000
-18.759213,4.671655,6.000,6.000
-18.315575,4.439633,6.000,6.000
-17.869067,4.213181,6.000,6.000
-17.419761,3.992335,6.000,6.000
-16.967725,3.777130,6.000,6.000
-16.513031,3.567600,6.000,6.000
-16.055751,3.363777,6.000,6.000
-15.595955,3.165693,6.000,6.000
-15.133716,2.973379,6.000,6.000
-14.669106,2.786866,6.000,6.000
-14.202198,2.606183,6.000,6.000
-13.733066,2.431357,6.000,6.000
-13.261782,2.262417,6.000,6.000
-12.788420,2.099389,6.000,6.000
-12.313055,1.942298,6.000,6.000
-11.835761,1.791169,6.000,6.000
-11.356613,1.646026,6.000,6.000
-10.875686,1.506891,6.000,6.000
-10.393056,1.373786,6.000,6.000
-9.908797,1.246732,6.000,6.000
-9.422985,1.125750,6.000,6.000
-8.935698,1.010857,6.000,6.000
-8.447011,0.902072,6.000,6.000
-7.957000,0.799411,6.000,6.000
-7.465743,0.702892,6.000,6.000
-6.973317,0.612529,6.000,6.000
-6.479798,0.528337,6.000,6.000
-5.985264,0.450327,6.000,6.000
-5.489792,0.378514,6.000,6.000
-4.993461,0.312907,6.000,6.000
-4.496347,0.253518,6.000,6.000
-3.998528,0.200355,6.000,6.000
-3.500084,0.153427,6.000,6.000
-3.001091,0.112741,6.000,6.000
-2.501627,0.078303,6.000,6.000
-2.001772,0.050120,6.000,6.000
-1.501604,0.028195,6.000,6.000
-1.001200,0.012532,6.000,6.000
-0.500639,0.003133,6.000,6.000
